LA No.,LA Name,LAEstab (at Apr 19),School Name (at Apr 19),Eligible Pupils,Total Allocation,October/February payment,April payment
935,Suffolk,9352099,"Tudor Church of England Primary School, Sudbury",209,18090,10553,7537
935,Suffolk,9352103,Great Heath Academy,389,19890,11603,8287
935,Suffolk,9352104,Gunton Primary Academy,268,18680,10897,7783
935,Suffolk,9352113,Elm Tree Primary School,316,19160,11177,7983
935,Suffolk,9352116,St Edmunds Catholic Primary School,76,16760,9777,6983
935,Suffolk,9352120,St Benets Catholic Primary School,79,16790,9794,6996
935,Suffolk,9352122,Wenhaston Primary School,68,16680,9730,6950
935,Suffolk,9352123,Wickham Market Primary School,119,17190,10028,7162
935,Suffolk,9352145,Pakefield Primary School,355,19550,11404,8146
935,Suffolk,9352147,Poplars Community Primary School,420,20200,11783,8417
935,Suffolk,9352150,Bramfield Church of England Primary School,73,16730,9759,6971
935,Suffolk,9352154,Handford Hall Primary School,263,18630,10868,7762
935,Suffolk,9352155,Long Melford Church of England Primary School,141,17410,10156,7254
935,Suffolk,9352158,St Helens Primary School,360,19600,11433,8167
935,Suffolk,9352159,Cliff Lane Primary School,347,19470,11358,8112
935,Suffolk,9352167,Rose Hill Primary,262,18620,10862,7758
935,Suffolk,9352172,Springfield Infant School and Nursery,174,17740,10348,7392
935,Suffolk,9352185,The Willows Primary School,281,18810,10973,7837
935,Suffolk,9352186,Halifax Primary School,357,19570,11416,8154
935,Suffolk,9352187,Eyke Church of England Primary School,99,16990,9911,7079
935,Suffolk,9352188,Murrayfield Primary - A Paradigm Academy,282,18820,10978,7842
935,Suffolk,9352197,Yoxford & Peasenhall Primary Academy,64,16640,9707,6933
935,Suffolk,9352198,Woodhall Primary School,340,19400,11317,8083
935,Suffolk,9352199,Houldsworth Valley Primary Academy,238,18380,10722,7658
935,Suffolk,9352200,Beck Row Primary Academy,134,17340,10115,7225
935,Suffolk,9352201,Clements Primary Academy,238,18380,10722,7658
935,Suffolk,9352202,Clare Community Primary School,160,17600,10267,7333
935,Suffolk,9352203,Chelmondiston Church of England Primary School,96,16960,9893,7067
935,Suffolk,9352204,Hartest Church of England Primary School,56,16560,9660,6900
935,Suffolk,9352205,Stoke-by-Nayland Church of England Primary School,64,16640,9707,6933
935,Suffolk,9352206,Southwold Primary School,58,16580,9672,6908
935,Suffolk,9352207,Brampton Church of England Primary School,69,16690,9736,6954
935,Suffolk,9352208,Barnby and North Cove Community Primary School,79,16790,9794,6996
935,Suffolk,9352209,Wells Hall Primary School,375,19750,11521,8229
935,Suffolk,9352211,Pipers Vale Primary - A Paradigm Academy,288,18880,11013,7867
935,Suffolk,9352212,Ixworth Church of England Primary School,144,17440,10173,7267
935,Suffolk,9352213,Rougham Church of England Primary School,167,17670,10308,7362
935,Suffolk,9352214,Glade Academy,225,18250,10646,7604
935,Suffolk,9352216,West Row Academy,194,17940,10465,7475
935,Suffolk,9352927,Whitton Community Primary School,289,18890,11019,7871
935,Suffolk,9353002,Bardwell Church of England Primary School,58,16580,9672,6908
935,Suffolk,9353025,Great Barton Church of England Primary Academy,178,17780,10372,7408
935,Suffolk,9353054,Rattlesden Church of England Primary Academy,106,17060,9952,7108
935,Suffolk,9353062,Thurston Church of England Primary Academy,177,17770,10366,7404
935,Suffolk,9353092,Hintlesham and Chattisham Church of England  Primary School,77,16770,9783,6987
935,Suffolk,9353096,Mellis Church of England Primary School,155,17550,10238,7312
935,Suffolk,9353097,Nacton Church of England Primary School,84,16840,9823,7017
935,Suffolk,9353098,Old Newton Church of England  Primary School,65,16650,9713,6937
935,Suffolk,9353099,Palgrave Church of England Primary School,68,16680,9730,6950
935,Suffolk,9353101,Ringsfield Church of England Primary School,72,16720,9753,6967
935,Suffolk,9353115,Sproughton Church of England Primary School,86,16860,9835,7025
935,Suffolk,9353116,Gislingham Church of England Primary School,106,17060,9952,7108
935,Suffolk,9353302,"St Marys Church of England Primary School, Hadleigh",155,17550,10238,7312
935,Suffolk,9353312,Elveden Church of England Primary Academy,71,16710,9748,6962
935,Suffolk,9353314,St Marys Church of England Academy,358,19580,11422,8158
935,Suffolk,9353318,St Louis Catholic Academy,269,18690,10903,7787
935,Suffolk,9353320,"St Felix Roman Catholic Primary School, Haverhill",257,18570,10833,7737
935,Suffolk,9353328,"St Marys Church of England Primary School, Woodbridge",180,17800,10383,7417
935,Suffolk,9353335,St Marys Roman Catholic Primary School,181,17810,10389,7421
935,Suffolk,9353340,"St Marys Catholic Primary School, Ipswich",181,17810,10389,7421
935,Suffolk,9353344,The Oaks Primary School,332,19320,11270,8050
935,Suffolk,9353345,Cedars Park Community Primary School,392,19920,11620,8300
935,Suffolk,9354029,Horringer Court Middle School,177,17770,10366,7404
935,Suffolk,9354030,Westley Middle School,269,18690,10903,7787
935,Suffolk,9357000,Priory School,39,16390,9561,6829
935,Suffolk,9357003,The Ashley School,36,16360,9543,6817
935,Suffolk,9357006,Thomas Wolsey Ormiston Academy,52,16520,9637,6883
935,Suffolk,9357009,Churchill Special Free School,9,9000,5250,3750
935,Suffolk,9357011,Stone Lodge Academy,32,16320,9520,6800
935,Suffolk,9357013,The Everitt Academy,5,5000,2917,2083
935,Suffolk,9352224,Howard Community Primary School,183,17830,10401,7429
935,Suffolk,9352069,Claydon Primary School,348,19480,11363,8117
935,Suffolk,9352100,Occold Primary School,56,16560,9660,6900
935,Suffolk,9352223,Shotley Community Primary School,121,17210,10039,7171
935,Suffolk,9352126,Wortham Primary School,88,16880,9847,7033
935,Suffolk,9352133,Brooklands Primary School,166,17660,10302,7358
935,Suffolk,9352215,Roman Hill Primary School,429,20290,11836,8454
935,Suffolk,9352152,Woods Loke Primary School,374,19740,11515,8225
935,Suffolk,9352225,Britannia Primary School and Nursery,538,21380,12472,8908
935,Suffolk,9353081,Charsfield Church of England Primary School,40,16400,9567,6833
935,Suffolk,9353084,Dennington Church of England Primary School,53,16530,9643,6887
935,Suffolk,9353089,Fressingfield Church of England Primary School,103,17030,9934,7096
935,Suffolk,9353091,Crawfords Church of England Primary School,64,16640,9707,6933
935,Suffolk,9353102,Stradbroke Church of England Primary School,81,16810,9806,7004
935,Suffolk,9352221,Stutton Church of England Primary School,19,16190,9444,6746
935,Suffolk,9352222,"All Saints Church of England Primary School, Newmarket",177,17770,10366,7404
935,Suffolk,9353323,"St Peter and St Paul Church of England Primary School, Eye",166,17660,10302,7358
935,Suffolk,9353331,"All Saints Church of England Primary School, Laxfield",83,16830,9818,7012
935,Suffolk,9352220,Abbots Green Primary Academy,358,19580,11422,8158
935,Suffolk,9353346,Rendlesham Primary School,226,18260,10652,7608
935,Suffolk,9352217,Morland Church of England Primary School,324,19240,11223,8017
935,Suffolk,9352210,The Pines,11,11000,6417,4583
935,Suffolk,9352228,Helmingham Primary School,57,16570,9666,6904
935,Suffolk,9352106,Saxmundham Primary School,248,18480,10780,7700
935,Suffolk,9352109,Somerleyton Primary School,53,16530,9643,6887
935,Suffolk,9352136,Coldfair Green Community School,115,17150,10004,7146
935,Suffolk,9352226,Grange Community Primary School,161,17610,10273,7337
935,Suffolk,9352171,Springfield Junior School,341,19410,11323,8087
935,Suffolk,9352194,Broke Hall Community Primary School,539,21390,12478,8912
935,Suffolk,9353339,"St Matthews Church of England Primary School, Ipswich",360,19600,11433,8167
935,Suffolk,9353341,St Pancras Catholic Primary School,181,17810,10389,7421
935,Suffolk,9357001,Riverwalk School,74,16740,9765,6975
935,Suffolk,9357014,Warren School,49,16490,9619,6871
936,Surrey,9362005,Banstead Infant School,178,17780,10372,7408
936,Surrey,9362006,Cobham Free School,168,17680,10313,7367
936,Surrey,9362010,Warren Mead Junior School,305,19050,11113,7937
936,Surrey,9362011,Weyfield Academy,263,18630,10868,7762
936,Surrey,9362014,Lime Tree Primary School,294,18940,11048,7892
936,Surrey,9362016,St Johns Church of England Primary School,163,17630,10284,7346
936,Surrey,9362017,Marden Lodge Primary School and Nursery,161,17610,10273,7337
936,Surrey,9362018,Warlingham Village Primary School,177,17770,10366,7404
936,Surrey,9362019,Pyrcroft Grange Primary School,178,17780,10372,7408
936,Surrey,9362020,St Marys Church of England Primary School,162,17620,10278,7342
936,Surrey,9362021,St Pauls CofE Primary School,336,19360,11293,8067
936,Surrey,9362022,The Echelford Primary School,486,20860,12168,8692
936,Surrey,9362023,St Johns Primary School,160,17600,10267,7333
936,Surrey,9362024,Kenyngton Manor Primary School,327,19270,11241,8029
936,Surrey,9362026,Bletchingley Village Primary School,206,18060,10535,7525
936,Surrey,9362027,Cordwalles Junior School,192,17920,10453,7467
936,Surrey,9362028,Springfield Primary School,386,19860,11585,8275
936,Surrey,9362029,Sayes Court School,175,17750,10354,7396
936,Surrey,9362031,Sandfield Primary School,178,17780,10372,7408
936,Surrey,9362032,St Lawrence Primary School,172,17720,10337,7383
936,Surrey,9362033,Highfield South Farnham School,235,18350,10704,7646
936,Surrey,9362034,Salfords Primary School,348,19480,11363,8117
936,Surrey,9362035,The Weald CofE Primary School,231,18310,10681,7629
936,Surrey,9362036,Brookwood Primary School,149,17490,10203,7287
936,Surrey,9362050,Hamsey Green Primary,308,19080,11130,7950
936,Surrey,9362058,New Haw Community Junior School,368,19680,11480,8200
936,Surrey,9362090,Auriol Junior School,359,19590,11428,8162
936,Surrey,9362092,Danetree Primary School,504,21040,12273,8767
936,Surrey,9362095,Cuddington Community Primary School,173,17730,10343,7387
936,Surrey,9362210,Holmesdale Community Infant School,239,18390,10728,7662
936,Surrey,9362253,Tatsfield Primary School,170,17700,10325,7375
936,Surrey,9362269,Lightwater Village School,118,17180,10022,7158
936,Surrey,9362292,Lorraine Infant School,51,16510,9631,6879
936,Surrey,9362309,The Raleigh School,375,19750,11521,8229
936,Surrey,9362313,Eastwick Junior School,379,19790,11544,8246
936,Surrey,9362316,Dovers Green School,191,17910,10448,7462
936,Surrey,9362336,South Camberley Primary and Nursery School,568,21680,12647,9033
936,Surrey,9362341,The Hermitage School,337,19370,11299,8071
936,Surrey,9362355,Cuddington Croft Primary School,384,19840,11573,8267
936,Surrey,9362373,The Oaktree School,170,17700,10325,7375
936,Surrey,9362374,Boxgrove Primary School,541,21410,12489,8921
936,Surrey,9362376,Mytchett Primary School,173,17730,10343,7387
936,Surrey,9362381,Wallace Fields Infant School and Nursery,120,17200,10033,7167
936,Surrey,9362401,Eastwick Infant School,170,17700,10325,7375
936,Surrey,9362403,Holly Lodge Primary School,360,19600,11433,8167
936,Surrey,9362436,Ravenscote Junior School,619,22190,12944,9246
936,Surrey,9362440,Connaught Junior School,452,20520,11970,8550
936,Surrey,9362444,Pine Ridge Infant School,47,16470,9608,6862
936,Surrey,9362479,South Farnham School,721,23210,13539,9671
936,Surrey,9362489,The Horsell Village School,180,17800,10383,7417
936,Surrey,9362492,New Monument Primary Academy,174,17740,10348,7392
936,Surrey,9362496,Sythwood Primary School,504,21040,12273,8767
936,Surrey,9362501,Cross Farm Infant School,112,17120,9987,7133
936,Surrey,9362880,Riverbridge Primary School,480,20800,12133,8667
936,Surrey,9362913,Sandringham Infant & Nursery School,120,17200,10033,7167
936,Surrey,9362918,Hammond School,311,19110,11148,7962
936,Surrey,9362926,Broadmere Primary Academy,244,18440,10757,7683
936,Surrey,9362931,Sandcross Primary School,618,22180,12938,9242
936,Surrey,9362932,Saxon Primary School,289,18890,11019,7871
936,Surrey,9362942,Beaufort Primary School,387,19870,11591,8279
936,Surrey,9362943,Goldsworth Primary School,511,21110,12314,8796
936,Surrey,9362947,Hillcroft Primary School,364,19640,11457,8183
936,Surrey,9362953,Wray Common Primary School,442,20420,11912,8508
936,Surrey,9362955,The Grove Primary School,370,19700,11492,8208
936,Surrey,9362956,Lakeside Primary School,340,19400,11317,8083
936,Surrey,9362963,Guildford Grove Primary School,306,19060,11118,7942
936,Surrey,9363024,St Andrews Church of England Infant School,60,16600,9683,6917
936,Surrey,9363059,St Andrews CofE Primary School,396,19960,11643,8317
936,Surrey,9363062,Potters Gate CofE Primary School,361,19610,11439,8171
936,Surrey,9363337,Esher Church School,348,19480,11363,8117
936,Surrey,9363351,St Stephens CofE Primary School,166,17660,10302,7358
936,Surrey,9363353,Queen Eleanors Church of England School,370,19700,11492,8208
936,Surrey,9363441,Holy Family Catholic Primary School,184,17840,10407,7433
936,Surrey,9363458,The Marist Catholic Primary School,355,19550,11404,8146
936,Surrey,9363488,St Hugh of Lincoln Catholic Primary School,183,17830,10401,7429
936,Surrey,9363587,Waverley Abbey CofE Junior School,503,21030,12268,8762
936,Surrey,9363918,"St Charles Borromeo Catholic Primary School, Weybridge",180,17800,10383,7417
936,Surrey,9363919,Cardinal Newman Catholic Primary School,350,19500,11375,8125
936,Surrey,9363921,St Albans Catholic Primary School,235,18350,10704,7646
936,Surrey,9363922,St Annes Catholic Primary School,394,19940,11632,8308
936,Surrey,9363930,Ashley Church of England Primary School,419,20190,11778,8412
936,Surrey,9363933,St Augustines Catholic Primary School,373,19730,11509,8221
936,Surrey,9363934,Pyrford Church of England Primary School,416,20160,11760,8400
936,Surrey,9363936,Stanwell Fields CofE Primary School,316,19160,11177,7983
936,Surrey,9363939,Loseley Fields Primary School,315,19150,11171,7979
936,Surrey,9363942,Barnsbury Primary School and Nursery,348,19480,11363,8117
936,Surrey,9365215,Whyteleafe Primary School,357,19570,11416,8154
936,Surrey,9365219,Woodlea Primary School,170,17700,10325,7375
936,Surrey,9365221,Cleves School,689,22890,13353,9537
936,Surrey,9366572,Peaslake Free School,18,16180,9438,6742
936,Surrey,9367010,St Dominics School,21,16210,9456,6754
936,Surrey,9367024,Wishmore Cross Academy,4,4000,2333,1667
936,Surrey,9367025,West Hill School,26,16260,9485,6775
936,Surrey,9367042,Pond Meadow School,57,16570,9666,6904
936,Surrey,9367050,The Ridgeway School,47,16470,9608,6862
936,Surrey,9367060,Linden Bridge School,59,16590,9678,6912
936,Surrey,9362004,Wyke Primary School,176,17760,10360,7400
936,Surrey,9362093,West Ewell Primary School and Nursery,314,19140,11165,7975
936,Surrey,9362211,Merstham Primary School,181,17810,10389,7421
936,Surrey,9362267,Windlesham Village Infant School,106,17060,9952,7108
936,Surrey,9362419,Crawley Ridge Infant School,118,17180,10022,7158
936,Surrey,9362476,Crawley Ridge Junior School,253,18530,10809,7721
936,Surrey,9362941,Westfield Primary School,420,20200,11783,8417
936,Surrey,9363014,Holy Trinity CofE Primary School,361,19610,11439,8171
936,Surrey,9362039,St Matthews CofE Primary School,318,19180,11188,7992
936,Surrey,9365212,Northmead Junior School,343,19430,11334,8096
936,Surrey,9363943,Meadow Primary School,505,21050,12279,8771
936,Surrey,9367067,Grafham Grange School,2,2000,1167,833
936,Surrey,9362133,Stoughton Infant School,175,17750,10354,7396
936,Surrey,9362214,St Johns Primary School,233,18330,10693,7637
936,Surrey,9362362,Warren Mead Infant School,137,17370,10133,7237
936,Surrey,9362391,Pirbright Village Primary School,342,19420,11328,8092
936,Surrey,9362041,Meadhurst Primary School,461,20610,12023,8587
936,Surrey,9362961,The Vale Primary School,182,17820,10395,7425
936,Surrey,9363012,Ottershaw Christchurch Church of England Junior School,233,18330,10693,7637
